,canonicalUrl,push_tag,commentId,commentContent,commentTime
7,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,推,d86249,哈哈是我啦,220.133.170.159 03/01 18:04
8,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,噓,IS5F5566,我不想被打擾,115.82.24.1 03/01 18:37
9,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,推,blackjack752,這484另類業配 嘻嘻,42.75.208.202 03/01 19:17
10,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,ADDSS,找我嗎？,180.204.81.245 03/01 20:02
11,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,n61208,卜學亮在哪,223.141.76.131 03/01 20:36
12,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,as91003,每天送貨會看的,101.15.196.193 03/01 21:30
13,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,噓,mamamiya00,是味精放很多那間嗎？然後吃完身上都,27.247.235.178 03/01 21:40
14,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,mamamiya00,卡某種味道,27.247.235.178 03/01 21:40
15,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,NandeyanenDo,百年鍋燒,39.11.196.9 03/01 22:25
16,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,kamp4590,找我嗎?? 我來囉,1.169.149.1 03/01 22:30
17,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,→,kakukangen,當你個版？,118.238.239.200 03/01 22:48
18,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,噓,ShockHo222,明天去吃幫你問XD,27.247.39.101 03/02 00:43
19,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,噓,touchdowns,??,223.136.75.113 03/02 00:57
20,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,噓,chan7015,找我有事嗎,42.73.223.236 03/02 02:10
21,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,噓,ewl,我那天是賣米糕,163.26.28.143 03/02 07:26
22,https://www.ptt.cc/bbs/Beauty/M.1583052057.A.417.html,推,PizzaKK,我不是來了嗎　,163.19.96.118 03/04 11:49
0,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,johnwu,感覺好危險啊= =,123.193.86.234 03/01 20:24
1,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,straypoet,他怎麼敢親大象阿...,223.137.21.37 03/01 20:43
2,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,Hohenzollern,想和她一起玩大象,61.228.22.162 03/01 20:49
3,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,sunnyyoung,神尼中了,101.12.161.21 03/01 21:00
4,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,dindaofay,求門,180.204.108.208 03/01 21:04
5,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,kai6366,好Q,42.72.122.243 03/01 21:34
6,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,recycleman,龍夢柔？,180.217.123.235 03/01 21:38
7,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,chewthelife8,很自然欸 求門,114.137.187.78 03/01 21:44
8,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,mgochen,求門,140.115.200.100 03/01 21:44
9,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,FiveSix911,很正,27.242.63.21 03/01 21:49
10,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,f21814,https://instagram.com/ronmonroe_officia,111.71.56.132 03/01 21:51
11,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,f21814,l?igshid=fbc0zv9ma0d,111.71.56.132 03/01 21:51
12,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,f21814,https://reurl.cc/XXOvOg,111.71.56.132 03/01 21:51
13,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,f21814,上面網址忘記縮,111.71.56.132 03/01 21:52
14,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,wafiea708,很陽光的女生 大象也很可愛,123.193.209.50 03/01 22:14
15,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,tdkandrh,人美大象也可愛,114.44.142.26 03/01 22:39
16,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,SigmundFreud,總覺得很眼熟，但又不像誰,101.12.31.206 03/01 22:49
17,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,seedangel4,像我老婆結衣的中國人,111.241.6.108 03/01 22:50
18,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,cefiroa33,好想一起騎大象,42.75.26.101 03/01 22:55
19,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,lifelikeplay,大象很凶暴的==,111.82.120.7 03/01 22:57
20,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,tomlucy2000,很好看呀,118.168.204.226 03/01 23:05
21,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,Roy34,他走這種自然風比較適合,36.233.110.29 03/01 23:11
22,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,PigBlood,用看的都怕,114.36.184.207 03/01 23:15
23,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,pqbd22,她騎大象一定很美,220.142.121.101 03/01 23:42
24,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,az61007,她騎什麼應該都很美,223.137.48.3 03/01 23:43
25,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,Ccsleep,伊步,180.217.209.49 03/02 00:10
26,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,GolfR32,不就中國盜版結衣,101.12.51.251 03/02 00:31
27,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,orz007,喜歡他對大象又親又摸,220.141.187.237 03/02 00:41
28,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,YAUN,柯以揉？,223.140.153.95 03/02 01:10
29,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,WAVEHzen,覺得靠大象那麼近很可怕，鼻子一揮人就,111.82.219.247 03/02 01:38
30,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,WAVEHzen,飛出去了,111.82.219.247 03/02 01:38
31,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,ff20,大象好騎嗎？,49.214.236.99 03/02 01:48
32,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,nojydia,這就是固定的旅遊行程啦 固定幫大象洗澡,150.116.170.81 03/02 01:55
33,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,nojydia,那樣,150.116.170.81 03/02 01:55
34,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,nojydia,所以大象也是很習慣觀光客的 沒很危險,150.116.170.81 03/02 01:55
35,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,HarunaOno,公司不要打著像新垣結衣的名號出道 她,223.137.65.19 03/02 01:59
36,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,HarunaOno,其實滿漂亮的,223.137.65.19 03/02 01:59
37,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,bibiwei,大象,118.171.21.169 03/02 02:03
38,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,starttear,正,118.170.207.180 03/02 02:18
39,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,brad84622,好可愛的男孩子,42.75.35.53 03/02 02:25
40,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,ptrex,大 象 會 認 人 的,111.71.213.97 03/02 03:00
41,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,噓,wubai500,很凶嗎？,118.233.164.213 03/02 03:37
42,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,qoo60606,偽結衣,223.139.200.233 03/02 07:34
43,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,scotch77642,馬里愛,42.74.100.65 03/02 08:09
44,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,jacktheballe,大象被摸得鼻子都翹起來了,101.9.245.18 03/02 09:10
45,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,BruceChen227,驚！！正妹竟然在野外玩大象！,39.12.225.12 03/02 09:53
46,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,john0601,她很長上表特,42.76.4.36 03/02 09:54
47,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,mars1396,好幾組照片真的超像新垣結衣,124.155.171.38 03/02 10:08
48,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,han15,喜歡,45.135.186.134 03/02 10:38
49,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,ruiun,聽說大象看人類就跟人類看狗一樣,27.242.168.98 03/02 10:40
50,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,forgr202,這篇釣到很多人  8888888888,111.82.145.250 03/02 10:46
51,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,aiyumhzs,是栗子！！,27.247.108.251 03/02 10:50
52,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,koreadog1,好想讓她看看我養的大象,110.50.148.151 03/02 11:00
53,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,vick6339,亞洲象比非洲象溫馴很多的,61.224.67.66 03/02 11:21
54,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,pili0830,眼睛好大好美,49.216.212.251 03/02 11:28
55,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,gxn,連結衣都有仿的，厲害了,223.138.93.208 03/02 11:58
56,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,噓,Rojy,偽物,36.232.173.69 03/02 12:19
57,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,zetatmrptt,太小,110.50.136.12 03/02 12:35
58,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,噓,checkmarx,太普,1.167.52.194 03/02 12:43
59,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,bb1490tw,我養的大象很乖吧,110.50.173.76 03/02 12:50
60,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,mosw,翹鼻長乎你爽,111.83.115.7 03/02 13:25
61,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,gn01286661,大象：妳再摸鼻子會翹起來,42.72.119.218 03/02 13:31
62,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,riyan,是個很愛大象的女人,49.216.102.174 03/02 14:46
63,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,ahaha777,感覺跟那個啥能迷倒一億人的有拼,110.50.165.49 03/02 16:50
64,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,kichou,夢柔超可愛,42.73.125.24 03/02 22:53
65,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,推,kpa788691,給我,114.137.94.140 03/03 09:39
66,https://www.ptt.cc/bbs/Beauty/M.1583065341.A.395.html,→,qqwwweee,溫馴＝不兇，正確,223.138.72.51 03/03 19:26
0,https://www.ptt.cc/bbs/Beauty/M.1583066208.A.143.html,噓,louis5265,樓下賣什麼的,49.216.64.2 03/01 20:41
1,https://www.ptt.cc/bbs/Beauty/M.1583066208.A.143.html,→,ray333,麥香,118.150.195.112 03/01 20:43
2,https://www.ptt.cc/bbs/Beauty/M.1583066208.A.143.html,噓,HunsKing,麥Hee ya Hi,223.138.68.167 03/01 22:12
3,https://www.ptt.cc/bbs/Beauty/M.1583066208.A.143.html,推,srafig4,左 比比兒Bbier 右 邵邵,123.194.139.180 03/02 09:14
0,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,→,Incredible99,身材80 總分80,39.9.41.32 03/01 22:13
1,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,噓,ppp11248,等開門,223.139.141.228 03/01 22:38
2,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,推,jintianxua,小天,101.12.102.140 03/01 23:25
3,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,噓,gen5566,小夫,61.62.165.39 03/02 00:35
4,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,噓,orz007,不太行,220.141.187.237 03/02 00:49
5,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,噓,louis5265,五官擠在一起,49.216.64.2 03/02 08:17
6,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,→,koreadog1,想跟天天做愛心麵包,110.50.148.151 03/02 11:02
7,https://www.ptt.cc/bbs/Beauty/M.1583068942.A.E25.html,推,foricer08,wanna get inside,49.217.80.242 03/02 14:38
0,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,→,yaes111,no,223.137.174.227 03/01 22:57
1,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,KENGOD0204,呼喚龍王，他可以讓你見識極品,36.225.32.22 03/01 22:58
2,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,噓,david0426,157？,42.74.43.70 03/01 23:00
3,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,johnwu,跟157比 這個哪算大女孩,123.193.86.234 03/01 23:02
4,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,p23j8a4b9z,這個至少90kg以上 接近100,61.231.164.24 03/01 23:48
5,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,JessicaA1ba,大奶 可以,180.217.139.246 03/01 23:49
6,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,→,adamlovedogc,我個人是不行,36.230.220.141 03/02 00:53
7,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,→,ff20,157,49.214.236.99 03/02 01:47
8,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,openchen1016,可以,223.136.51.2 03/02 02:44
9,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,噓,willy2771,會斷,111.240.123.184 03/02 07:17
10,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,askdrlin,我個人肯定被他嫌棄,49.216.54.145 03/02 09:44
11,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,噓,gve50714,為啥有幾張看起來像不同人,180.217.158.39 03/02 11:04
12,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,推,ohsho62,U質,180.204.19.219 03/02 12:24
13,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,→,ohsho62,這個用日本歡樂杯會寫K,180.204.19.219 03/02 12:25
14,https://www.ptt.cc/bbs/Beauty/M.1583074601.A.646.html,→,ssjci3c23,臉跟身材 完全不搭,36.226.150.112 03/02 16:42
0,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,推,jaylee,舒華？,106.104.99.125 03/02 00:35
1,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,推,wafiea708,舒華 看久了像是韓國人 是妝容的關係嗎,123.193.209.50 03/02 00:36
2,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,推,chen20,刷～～～,114.26.112.38 03/02 00:45
3,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,推,cms6384,白妹,61.61.227.213 03/02 01:12
4,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,→,alohac,想跟她一起瘋狂雙手合十,122.117.194.136 03/02 08:33
5,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,→,louis5265,聶風,49.216.64.2 03/02 08:38
6,https://www.ptt.cc/bbs/Beauty/M.1583079874.A.E9D.html,→,koreadog1,好想帶她去動物園看大象,110.50.148.151 03/02 11:01
0,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,→,feedcat,我的充能斧準備好了,180.217.137.89 02/28 23:44
1,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,→,wpz,有自信是不錯，但基於健康和美觀實在推不下去,118.169.42.88 02/29 00:13
2,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,ethel7669,乳量不夠 不行,1.200.207.164 02/29 01:03
3,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,ofuto,我喜歡大女孩！,42.74.95.99 02/29 06:21
4,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,JASSON0526,我先幫妳補血 我也覺得大女孩有另一,1.200.34.114 02/29 10:10
5,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,→,JASSON0526,種美,1.200.34.114 02/29 10:10
6,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,→,koreadog1,好想跟她比看誰先壓死誰,180.217.157.201 02/29 10:37
7,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,gve50714,這次不錯 給推,180.217.169.174 02/29 11:19
8,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,gve50714,很喜歡第二張的腿,180.217.169.174 02/29 11:21
9,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,ohsho62,我上表特只為看你的文章，這才是真女人,182.233.243.198 02/29 15:46
10,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,→,ohsho62,學店生的結衣那種，不如去喜歡男生就好,182.233.243.198 02/29 15:47
11,https://www.ptt.cc/bbs/Beauty/M.1582904511.A.268.html,推,whos456ad,先補血,106.105.218.27 03/01 09:40
0,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,推,loloman,歌曲還不錯聽,42.72.219.27 02/29 03:32
1,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,推,ss9873210,越南GD?,114.43.54.77 02/29 09:16
2,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,→,gto3ping,王又正,118.232.157.134 02/29 11:42
3,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,→,friendly4713,有混嗎 鼻子有夠挺,180.217.135.217 02/29 12:00
4,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,→,tan0629,跟中夭那個韓天主播87像,49.217.98.126 02/29 18:25
5,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,→,Faertesi,他的八卦是某首歌的曲調抄襲很大,118.166.71.131 02/29 18:56
6,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,噓,dickhole5566,？,110.30.144.198 02/29 20:28
7,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,噓,g7a7n7,申,123.194.161.237 02/29 22:35
8,https://www.ptt.cc/bbs/Beauty/M.1582915589.A.5A9.html,→,World888,他的梳化是放棄眉毛了嗎...,27.246.44.214 03/01 22:19
0,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,hotdogmc2,吞口水,110.50.153.149 02/29 06:54
1,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,ryanworld,阿伯該出來了,106.1.3.69 02/29 07:01
2,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,q9674852,夭壽,180.204.108.174 02/29 07:09
3,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,griphix,阿伯起床看妹啊,39.8.62.248 02/29 07:48
4,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,chan7015,啊啊啊,42.73.223.236 02/29 07:58
5,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,JHGF2468A,https://i.imgur.com/Wff3xhs.jpg,49.216.31.206 02/29 08:03
6,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,storm654321,阿伯出來了～～～～,110.26.1.145 02/29 08:05
7,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,u937121672,醒醒 你們不是攝影師,223.138.60.81 02/29 08:15
8,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,baychi999,胸懷大痣,42.74.88.40 02/29 08:20
9,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,phix,門,114.25.64.19 02/29 08:52
10,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,e123540904,啊是說～有門嗎？哈哈,110.28.5.148 02/29 08:55
11,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,cms6384,阿伯早晨就生氣勃勃的,61.61.227.213 02/29 08:58
12,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,ohyeahbb,高配版昊嫂,59.120.233.163 02/29 08:58
13,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,JASSON0526,門 快給我們門,1.200.34.114 02/29 09:02
14,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,Gary5566,好想一起打電動,111.83.249.39 02/29 09:05
15,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,jour69001,ig：munkawchaosgirl,1.163.201.62 02/29 09:07
16,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,atbhao05,樓上一生平安,223.139.4.61 02/29 09:08
17,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,jasonkobe81,想到Eva elfie,49.216.100.60 02/29 09:09
18,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,andy70612,感覺像門嫂,1.173.17.189 02/29 09:09
19,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,qjia,好想對著他瘋狂写生,126.186.200.103 02/29 09:10
20,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,m44786923,平安,111.82.226.30 02/29 09:19
21,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,Broyz,高配版薇薇 西門的那個,110.26.62.179 02/29 09:21
22,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,adie,泰妹,223.136.76.54 02/29 09:22
23,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,hat13201,這個神等級的,42.75.12.249 02/29 09:27
24,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,melody353688,奶好大,42.76.155.177 02/29 09:27
25,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,bread220,第二張的膝蓋是剛結束嗎,101.12.208.42 02/29 09:29
26,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,j900414,這個素顏還有這樣的等級  讚,49.214.212.247 02/29 09:30
27,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,ronale1104,阿伯最近很放鬆,111.240.153.118 02/29 09:38
28,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,噓,virleo,露=/=正,117.19.212.220 02/29 09:40
29,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,zold,夭壽喔 ！ 噴鼻血,49.216.27.17 02/29 09:52
30,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,rainwen,還蠻清秀的,180.217.76.130 02/29 09:52
31,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,sunnyyoung,很好啊 乾淨清爽 不用看一堆化妝品,101.12.161.21 02/29 10:01
32,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,dvnorlag,想跟他在家瘋狂打game,101.12.19.93 02/29 10:02
33,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,loloman,極品,42.72.219.27 02/29 10:09
34,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,chanceiam,阿伯正解,223.136.155.226 02/29 10:11
35,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,Angelstudent,想陪她一起打電玩,101.12.56.56 02/29 10:15
36,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,jack4217,好想當她的搖桿,49.214.172.92 02/29 10:18
37,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,kggg,很好很俏皮,110.30.152.52 02/29 10:25
38,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,koreadog1,我真的要跳起來了,180.217.157.201 02/29 10:28
39,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,Krishna,還蠻真的啊，不需要阿伯吧,223.137.118.91 02/29 10:29
40,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,askdrlin,太神啦,175.97.40.4 02/29 10:43
41,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,jack1944,求門！,220.136.64.95 02/29 10:47
42,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,loveisth520,推文有人開門了,175.96.98.227 02/29 10:52
43,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,ben19811,http://i.imgur.com/1K6zSAX.jpg,223.141.119.111 02/29 10:56
44,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,amare1015,超喜歡她啊 XDDDDD,111.250.155.215 02/29 11:00
45,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,amare1015,https://i.imgur.com/3zywdGa.jpg,111.250.155.215 02/29 11:01
46,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,jomon817,臉很人妖,1.200.207.43 02/29 11:03
47,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,MrBigTree,想撥弄她胸前的方向鍵 打出上上下下左,101.12.24.92 02/29 11:03
48,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,MrBigTree,左右右AB,101.12.24.92 02/29 11:03
49,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,Angelstudent,樓上88,101.12.56.56 02/29 11:12
50,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,aa52189,可惡想玩 電玩,223.138.197.31 02/29 11:16
51,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,arkdj,這個很可以,49.217.1.174 02/29 11:16
52,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,rainmiss2001,可以打真人H game,42.74.201.35 02/29 11:31
53,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,xcjm168,我不小心用手把打了些指令,36.237.6.53 02/29 11:35
54,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,riyan,一起打的,118.232.157.134 02/29 11:36
55,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,riyan,一起打,118.232.157.134 02/29 11:36
56,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,despaired,泰国虎牙妹？,60.250.152.209 02/29 11:57
57,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,推,despaired,https://www.facebook.com/ehodkaw    F,60.250.152.209 02/29 12:01
58,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,despaired,B 偶爾直播，會故意發出叫床聲,60.250.152.209 02/29 12:01
59,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,噓,TimeK,嗯？,223.136.121.144 02/29 12:04
60,https://www.ptt.cc/bbs/Beauty/M.1582929677.A.F8E.html,→,pase139,表特未滿,61.227.133.76 02/29 12:10
